z1,z2,z3,z4,z5
-1.3740438942033002,-0.25803323458548005,0.38138414901505063,0.67123148878232,-0.09357636721484049
0.05245114428166039,0.6709229832349538,0.5351638026869557,0.2983544469172375,-0.34829004999623303
0.5326204282450041,-0.4726553108329682,0.48733625380542694,1.391311637199332,0.29623718111379566
-0.6252960392263237,-1.4112289269332687,-2.0230212196946415,0.3730382949013531,-0.8263813894852655
0.48631695400059555,-0.940725085420489,-0.2366281558233892,-0.179112530204582,1.7520731788553587
-1.3554239875045395,-0.252188209234872,0.4450441154824868,0.6744574916536932,-0.0635965272749099
0.046519068476429136,0.3415249933160943,0.06259168814540589,-1.7033565133480704,-0.11864451109761366
-1.089303279438489,0.12471075919346207,0.13763881999595112,0.9342690921994216,0.19411695486680244
-0.4164395244568153,0.35600207340207735,0.386523100875751,-1.1794366655747082,-0.9386843754821786
1.017425173153082,-0.7410872297401452,0.08353841575003312,0.28632087308572407,1.2361187469364157
-0.9175106555688763,-0.429274535406042,-0.37015893330301947,-0.4239077268402198,1.3040172354779203
0.39558029594373284,-0.41996275364101876,-0.9727017833852634,0.3297258407600787,-0.5127612000828571
-0.2759004476935689,0.2954798798017138,-2.2185088590279216,-0.5768403745664096,-1.3232635145725211
-0.9875591751090981,-0.18941002852038946,0.25259933072028035,0.48285891292586025,-0.06479848501952619
-1.0627916370136887,0.1489378643775942,-0.4182554268551884,-0.5669494774919562,0.6165704025579108
0.34345716149480215,0.14299668713637512,-3.2774156221153845,0.38964369762412254,-1.7532549405036382
-1.024649510355258,-0.40186982495526435,-0.019967764323280516,-0.17332205236062853,1.1500137286009697
-1.3882449801761054,0.0895363566816495,0.1817256705335541,0.7407006515095785,0.055403478892441176
-0.2938826456859713,-0.5966370153881163,0.5255889632532609,1.3371183617576885,0.13787672142499835
4.291847884754041,6.453046054556165,-0.7257919936769958,1.7551829396831724,-0.09023221650974482
0.9361847416517043,-0.705668028937437,0.6714891530962246,1.0998806979262854,0.1340828945270119
0.023898525619134543,-1.8628220262491404,-3.892996551034597,0.9358041995326538,0.9092623137610661
0.4958921247579819,3.91054224436795,-0.5933176841095663,1.8101105457693536,-1.4530836679972905
-0.008276334186930813,-0.4039175197076816,0.17979212474442588,0.07643085624386244,0.2347850796120874
2.5486151854785213,-1.5264499993635503,0.7517045398284146,0.38704132058528024,-0.10539044468967486
1.7598085852003986,-1.2200158435124242,0.5452886651056958,0.33526474192757777,0.25961126091182224
3.382203880864497,-0.3711288854559913,1.1036150913710854,-1.193332503825439,-0.9696947708595917
1.1260580238487496,-2.3376996677067066,0.6950281426515938,-1.260050720614895,-0.9897989452233399
0.40295931344530955,0.31175019467262055,0.12655997191835405,0.9316738136904539,0.40494582246397426
0.5462362213720547,0.3716077220602549,0.46538667702626746,-0.09895481688647999,-0.5202480095707586
-0.2831453608986134,0.20169235040753644,0.39036014737002983,-0.1195588916387954,-0.6366561465847396
0.9906733969347837,0.7803808371680502,0.41992027385914343,0.21630620001025505,-0.21170574603006323
0.40486143806267466,-0.42245897790926046,-0.9878996543610457,0.31611498024497203,-0.5175172764223649
2.345302335556048,-2.1053156291059967,0.7526642926212426,-1.2036388886874771,-0.7885414121773647
-1.3273829877917276,0.24371556672473368,-0.06316531263578798,-1.7478418006089231,0.21388734323851671
-0.24908121396167957,0.5944082803353279,0.47729933803089436,0.1350162868477899,-0.44924643556325927
-1.85983934726537,1.088846697988847,0.8628559520956374,-0.7580737745168213,-0.9257745526612627
0.7946416753485137,-1.0883550005321738,-0.9229733753639189,-0.17120641230909273,-0.7871108926569801
3.3685089537827384,-1.9291964025934807,2.2068676574364825,-0.7763439003314396,-0.9982616511579935
-0.6545533274345479,0.23848030391921468,0.2954516708435418,0.9310025321022884,0.26132470197631524
-1.6661768797218222,-0.04413773381282026,0.10891250643386736,0.8297798257756732,0.05099699591679734
0.11936889127951657,-0.5346461631105422,0.5064626085293439,1.3642149994785102,0.21705695126939703
-0.8294782069625316,-0.24574677258513766,0.15201702779817697,0.345038930025775,0.26436679299047877
1.6245557451779042,0.16875101126918593,-0.6019067303157075,0.7573810947466114,-0.0007556987333980343
0.01504947925884959,-0.7896029675535554,-0.06611290228048669,-0.3954740617540776,1.0666165376144008
0.5194789946785853,-0.8227792817320955,0.5546804208952558,1.1130911010326574,0.10524545189239291
0.1324241036898644,-0.2029575756484368,0.4819702051550495,-1.6112349510707122,-1.1523764813700894
-1.3007474360685785,1.0732151680640076,0.07031857229077092,-0.65835437533513,-0.7415990491567751
-0.3728056047451635,-0.1997834628178709,-4.272748484341065,0.760117120675219,-1.485428000786063
-1.0712358531675925,0.6907314537860328,0.459352329114114,-0.8627207337521645,-0.8022691384489594
0.14555041630504745,0.6505541072622939,0.39451301683954126,0.1588869216972384,-0.4000460456587912
-1.3908693008810342,-0.26669446727067503,0.21076467384291167,0.3455589781062018,0.004193212044108578
-1.1862539360139446,0.22912398349554144,0.5847989285047874,0.4736021373162319,0.6444459335462376
1.1925944031157032,0.10204696098031743,-0.0558057157178484,-0.3587339435917355,-0.8310883030977025
0.5229332046862167,-0.767658881215011,0.6906155078201415,1.0727840602054637,0.05490266468261323
1.741994933934649,-1.6810188768641212,0.6680352260736772,0.11244145094596333,0.03259294943759425
-1.461386433438192,0.6236694201282845,0.4654147848902956,-0.895169570858334,-0.8829233022134718
0.9268981908407604,1.5529008808308629,-1.0056208592141256,0.02871859031213844,1.4497048865741569
0.28860512609411626,0.09679503818493855,-0.8254704401380977,0.11024684338418053,1.1444068341328808
-0.7606753916110764,-0.04028438659530286,-0.30238623573329193,-0.5099557191678321,2.1311960515282458
-0.8916992839630635,-0.5476851919466735,0.03411850201452568,-0.028620355740114643,1.1551990350770462
2.144085977462607,-0.8222650528137707,0.5563066112962506,-1.0732201300494955,-0.9297369166714399
-0.897681294691913,-0.23287993963093329,1.0062847574266411,-0.13275163842398843,0.29426818058311827
1.4569554124430633,1.5989009569047454,-1.3391196991731693,-3.7519920264279722,5.611261156683845
-0.5161225262096781,0.1008384060749013,0.0255707959117466,-1.906246577291999,0.03613370295209193
1.7477009576424265,0.042564432778150994,0.2126372417881606,1.751087920923591,0.6732003845234965
-1.3559567206047773,0.5093352186985236,0.2154862604464629,-1.2138217972880578,-0.6455802324816591
0.5445184236551647,-0.08750539123219013,0.31319271282335365,-0.2899763484584611,-0.5763790921651896
-1.030216125715921,0.2860449133036417,0.30764226964766134,-1.5802136373222926,-0.4056814821537984
-0.7976580139830023,0.5013590630413819,-0.15224526697797391,-1.625803105447293,-0.6131068836151389
-0.5121412209121305,1.3682423528600662,-0.2972717385917345,0.20733227441129487,0.532077438434675
0.9584376971089722,-0.06972722107578098,0.3782098841708668,1.7033466512246938,0.5747996047145604
0.0596780619967452,0.48812956963764687,-2.7630780495126626,0.05500605644159381,-1.7106977430265928
-2.401853522771079,-0.007403384236800152,1.8215694695776639,1.7325503376690954,0.6755335362979836
0.6258951551663603,0.6291984317197473,-0.814035403626555,-1.2016611246217188,2.783312173156291
1.3241130752036825,-1.1333231338281065,0.1824464829744203,-0.9831127597245881,-0.8819177811860776
-0.8325695697619959,0.24807755402693296,0.2923702164955964,-1.172944102606202,-0.9759122826517609
-0.4345615527855118,0.12745229114958254,-1.6015758066944275,-1.582450752701712,-1.0295807916223816
0.058793169915910166,0.34042413781570585,0.700151707975442,0.013283153415137881,-0.5218876360801501
1.7189364450869589,-1.269405824692123,0.7495765070022407,0.5809712178874754,-0.13630087323685336
-1.4766499918003326,-0.9762570545223942,-0.47941240447597766,1.7917465729637923,-0.37324341557397894
-0.6415076142760882,-0.25922849823764377,1.5704723844524306,0.7767039054336045,0.8927893176800528
0.20844406529164394,-0.6911569719975015,0.31156032990237964,-0.008953929392127911,-0.25600202293899255
1.4677042561470852,-1.3825177094700571,-3.1566667973271376,1.333701085711544,-1.0755237877591415
-0.6032472749998973,0.48801963807062576,-0.03941895968559955,0.1583095566644105,0.3793809193038618
-1.591304701658943,0.6964249557749512,2.0865684605679564,0.1983561762287323,-0.5202695649450225
-0.2558899291807743,0.3453383770508557,0.7938578311496803,-0.21710049083540647,-0.7325332746692582
-0.9128152590529334,0.6139770341889629,0.35434891134277496,-0.7518971211505958,-0.7289693255003183
2.1837981289958326,0.2327002265933679,0.3656020339371712,-0.241917441618405,-0.36095696127471344
-1.1805669573158002,-0.49693018531094235,-0.06744184083529467,0.09848210652893186,-0.6478837235248308
-0.5471077252678854,-0.5295307596132742,0.07962894450186397,-0.215796014053205,0.40768725870063977
2.0742700037422415,2.38063263116031,0.28655812696917166,-0.012203512154641957,1.0912365047878805
0.9476765668578765,0.6768234522716933,0.06604186271612826,0.2770325956461647,-0.18776078056029158
1.3969250953198658,-0.7788761383254601,0.18851536063630445,0.5129576142585216,1.1490030848339343
-0.5546376702162792,0.3817516445214027,0.36518338059528316,-1.2620232768722965,-0.971505799676117
-0.9145776827940058,0.3649608874043716,0.4878928162154259,-1.2048801076472098,-0.8059358179947826
