C1,C2,C3,C4,C5,C6,C7
-1.994293848353916,0.47398287418980856,-0.7288669739839071,-0.04733097972264822,0.22974160494571955,0.6996926491062125,0.5379099821280462
0.6203018045218828,-0.08749341234668932,1.2617367808714435,0.20324796808823173,-0.49202825059802824,0.5894944771417113,-1.040990082686269
0.43468457541289784,-0.8511054695402493,1.2203199177290243,-0.4199384881536275,1.6603964642137647,-0.04756598061805681,-0.9478845649743266
0.19127651136337803,0.5031068716523963,0.5135526959236909,2.9002502069334404,2.085591959542105,-1.9743044498573352,0.9482775789921047
-1.8197120617946017,-2.540943945125081,1.3315971472411419,0.24329330666757965,0.19450818350061713,0.8231734053403541,-1.1544372956268987
-0.11786332645552888,1.422729177823751,-0.7741795054893551,-0.9446893800149885,-0.24551993091502564,-2.5460976206971675,0.2262485120886846
0.8530293912045396,0.7012513083174523,-0.6128116506119822,-0.5823547664322611,-0.3235305373128191,0.235782172570365,0.0045756803748533805
0.5574240874707665,-0.7393088099760278,0.6992383184887173,-0.26584867047382343,0.1252428062336655,0.029121153073066713,-0.8303964683311391
1.194723277727048,0.4577073481148922,-0.2641521295343339,1.8152166871013193,-1.0884177630575265,-0.03140478118182759,0.7593174081187184
1.2346348785002412,-1.1244269278978851,-0.3178307749075866,1.1566137900842293,-0.17703235649031365,0.06531840803574467,0.4671799669774623
0.24342751217073066,0.13442643258131187,-0.9834097921844751,-0.584387168001989,-1.2943827861941857,-0.17763677020689864,-0.5004377323779644
0.5962774800195092,-1.798438498942786,-2.3856170833902866,0.07198655396762127,-0.09781008660019486,-0.7650631917020454,0.9917926029831803
0.7895866113727955,0.18049924573708395,0.050539171865815836,-1.7444958776965351,-0.04402046746683373,-0.9896429899220303,-0.9848230626837302
-0.1338435324705057,0.7565843233239303,0.27712740405393194,0.5303104090314975,-1.4151983979159262,0.7151113643287464,-0.33247688305454354
0.9960090363853967,0.7861856989651206,-0.05795078717984852,1.0130697093153203,-0.9722143661468318,1.2447980328860726,-0.004907673078072706
0.17024173671867363,-0.4827767019626069,0.2861827543546843,-1.9484128960650917,0.03258964655514077,-0.9548599761871758,1.202145831211394
1.1342791637461096,-0.9844506102912518,0.79246090506459,-0.25397509456304707,0.18031249553194015,-0.59209796583794,0.5240717784322438
0.5452691205677481,-1.758958594063806,-0.6610638191815416,-0.3982206569302919,0.26512158750877796,0.14216134042162556,-0.15300806612824128
-1.1079568642798014,-0.25700675271137435,1.3387571998552743,-0.31360137679333444,-0.4134570737609137,-0.33532417627107236,-1.2444918541521068
-0.5561951506407512,0.9449725946081223,1.2025955622610405,-0.9916308462678328,2.1191745728340616,-0.1731953680630107,-0.6049939494281804
-0.13445134539213016,-0.5770669013248624,-0.08006036135135089,0.22196377865304315,-0.53605081096298,-0.2347241452593382,-0.872944080251822
0.798012854402813,-0.7430892260872037,-1.7214827921419233,0.7867936248361782,0.34977305227350924,-0.07607582181985995,-0.6695887722964421
-1.6041334446663493,-0.8122141471780214,1.8316328888152964,0.28937940637863563,-1.562959995901855,2.9491680355593317,1.4991089543816705
0.08309588770135941,-0.5047845957315187,-0.4209752676395524,0.42159347667239616,0.3779645523419822,-0.7821848704065908,-0.061424604769419605
1.1379807232866956,1.4909984888917147,-1.4997784023478267,-0.9603038882717978,-1.3523109928788277,0.6247353784615617,-0.4704396572207243
0.7188337644880679,-0.7438204240479142,-0.7759627577417851,-0.6989743988915653,0.04529832288709596,-0.5538710697394622,0.4675028836127424
-1.5521869154134442,-0.7160850377517396,0.9359760567890771,-2.0628411916283045,-0.6577622927874082,-0.527581665723458,-1.6095074459801129
-1.9864310684092465,-0.8288015178450082,-1.5529974864519371,0.531431023400907,1.6786022370374956,0.23578306804265756,-0.6541343155363009
-1.1461116342122681,0.45603846912741897,-0.2562317572598221,0.901985466459277,1.7295802616901705,-0.333259006444165,-0.5093593595864555
-1.2898486532418667,-0.7723133829915808,-0.4494116629238567,0.32430462748047795,-0.8673913456332404,-0.06242807583064527,-0.8361705392251787
1.1890954166930086,0.6993660544689103,-0.788496394353983,1.1030447373186791,-0.4997820207272976,0.08469869927756711,0.6712517437991657
-0.403792820849703,0.1568076393928996,-0.3036883211151874,0.15970740627556237,1.6434994117690902,-1.979516876874229,0.8819922235155113
-1.425680912553831,-1.2985745501071815,-0.46400602580445727,0.9632644573767273,-1.7393722936948006,0.7858233942118257,-0.904964652956351
-1.7572675290327335,0.8166829222419966,0.32147023928158797,-0.03980815912939457,0.829852804473072,0.0004929205391334314,0.20358697038017218
0.5140232719434169,1.48304546468673,-0.9242558729838546,0.3151799369427987,2.3934990199119435,-0.39498515567023923,0.057106789671077726
0.6522349385650656,-0.061815444648287865,-0.4621766649673354,1.9120785756644372,-1.4591843532948938,0.1339696767094067,-0.3302238250978928
0.7896002234442182,1.4318986838084942,-0.7364623135506899,-0.6090503823557541,-1.4599823030151144,1.1263813819892583,0.06239782628339363
-0.0941883920871829,-0.5654433315642812,0.02020620836796543,-0.6251851494124635,-0.3985834672410283,-0.43712609964900606,-0.37322545260288986
-1.311326753052893,1.2240796925566264,-0.3068556259999067,-0.9672338151052244,0.4007015311670436,0.0791388215252329,1.2611971883901603
1.4034652391936258,0.7172283391732565,-0.471461696529247,-1.5685701310182347,2.7985232416051025,3.926845210026472,-0.8309434365314281
1.1553477820200506,0.33480020852831766,-0.15049557570177666,-1.662246606280889,-0.01796523679753457,0.05686712507659945,-0.2207052664971573
-1.4300131934607319,-0.38731751424696886,0.5602126805442712,-0.5892647755993151,2.0397188654626217,0.9187958763999261,-1.1334196014527347
